Name	Set	ImageFile	Type	Class	VP	Flying	Size	Vitality	Vit. Red	OCB	Babes	Gold	Beer	Channeling	Channeler	Ranged attack	Command	Power stones	basic draw	LDL	MDL	LUC	Effect	Bonus	Script
Shield Maitz's Lightning 02	RE	ShieldMaitzsLightning02ShieldStarter.png	shield					2																	
Shield Maitz's Lightning 05	RE	ShieldMaitzsLightning05ShieldStarter.png	shield					5																	
Shield Maitz's Lightning 09	RE	ShieldMaitzsLightning09ShieldStarter.png	shield					9																	
Shield Maitz's Lightning 10	RE	ShieldMaitzsLightning102ShieldStarter.png	shield					10																	
Shield Maitz's Lightning 12	RE	ShieldMaitzsLightning12ShieldStarter.png	shield					12																	
Shield Maitz's Lightning 14	RE	ShieldMaitzsLightning143ShieldStarter.png	shield					14																	
Shield Ploog's Chicken 07	RE	ShieldPloogsChicken073ShieldStarter.png	shield					7																	
Shield Ploog's Chicken 08	RE	ShieldPloogsChicken08ShieldStarter.png	shield					8																	
Shield Ploog's Chicken 10	RE	ShieldPloogsChicken10ShieldStarter.png	shield					10																	
Shield Ploog's Chicken 11	RE	ShieldPloogsChicken11ShieldStarter.png	shield					11																	
Shield Ploog's Chicken 12	RE	ShieldPloogsChicken12ShieldStarter.png	shield					12																	
Shield Ploog's Chicken 14	RE	ShieldPloogsChicken142ShieldStarter.png	shield					14																	
Shield Ploog's Ox 07	RE	ShieldPloogsOx07ShieldStarter.png	shield					7																	
Shield Ploog's Ox 08	RE	ShieldPloogsOx08ShieldStarter.png	shield					8																	
Shield Ploog's Ox 09	RE	ShieldPloogsOx09ShieldStarter.png	shield					9																	
Shield Ploog's Ox 10	RE	ShieldPloogsOx103ShieldStarter.png	shield					10																	
Shield Ploog's Ox 11	RE	ShieldPloogsOx11ShieldStarter.png	shield					11																	
Shield Ploog's Ox 12	RE	ShieldPloogsOx12ShieldStarter.png	shield					12																	
Shield Ploog's Ox 13	RE	ShieldPloogsOx13ShieldStarter.png	shield					13																	
Shield Warhola's Snakes 09	RE	ShieldWarholasSnakes093ShieldStarter.png	shield					9																	
Shield Warhola's Snakes 10	RE	ShieldWarholasSnakes103ShieldStarter.png	shield					10																	
Shield Warhola's Snakes 11	RE	ShieldWarholasSnakes113ShieldStarter.png	shield					11																	
Shield Brom's Goblin 04	DI	ShieldBromsGoblin4ShieldCommon14.png	shield					12																	
Shield Brom's Goblin 08	DI	ShieldBromsGoblin8ShieldCommon14.png	shield					16																	
Shield Brom's Goblin 12	DI	ShieldBromsGoblin12ShieldCommon14.png	shield					4																	
Shield Brom's Goblin 16	DI	ShieldBromsGoblin16ShieldCommon14.png	shield					8																	
Shield Dem Bones 14	DN	DemBones14C1.png	shield					14																	
Shield Dem Bones 16	DN	DemBones16C1.png	shield					16																	
Shield Dem Bones 3	DN	DemBones3C1.png	shield					3																	
Shield Dem Bones 7	DN	DemBones7C1.png	shield					7																	
Egyptian motif 15	NP	EgyptianmotifShield15Common2.png	shield					15																	
Egyptian motif 5	NP	EgyptianmotifShield5Common2.png	shield					5																	
Shield / Terrain Brom's Angelic	DI	ShieldTerrainBromsAngelicShieldTerrainCommon1.png	shield/terrain					8															Shield/Terrain Use as either a Terrain Card or as a Shield Card. If used as a Shield Card, the space this Shield is on now has a 25-point Vitality limit.		
Shield / Terrain Brom's Demonic	DI	ShieldTerrainBromsDemonicShieldTerrainCommon1.png	shield/terrain					8															Shield/Terrain Use as either a Terrain Card or as a Shield Card. If used as a Shield Card, the space this Shield is on now has a 25-point Vitality limit.		
Shield / Terrain Brom's Dragon	DI	ShieldTerrainBromsDragonShieldTerrainCommon1.png	shield/terrain					9															Shield/Terrain Use as either a Terrain Card or as a Shield Card. If used as a Shield Card, the space this Shield is on now has a 25-point Vitality limit.		
Shield / Terrain Brom's Goblin	DI	ShieldTerrainBromsGoblinShieldTerrainCommon1.png	shield/terrain					12															Shield/Terrain Use as either a Terrain Card or as a Shield Card. If used as a Shield Card, the space this Shield is on now has a 25-point Vitality limit.		
Shield / Terrain Brom's Skull	DI	ShieldTerrainBromsSkullShieldTerrainCommon1.png	shield/terrain					8															Shield/Terrain Use as either a Terrain Card or as a Shield Card. If used as a Shield Card, the space this Shield is on now has a 25-point Vitality limit.		
Shield / Terrain Maitz's Insect	DI	ShieldTerrainMaitzsInsectShieldTerrainCommon1.png	shield/terrain					10															Shield/Terrain Use as either a Terrain Card or as a Shield Card. If used as a Shield Card, the space this Shield is on now has a 25-point Vitality limit.		
Shield / Terrain Maitz's Lightning	DI	ShieldTerrainMaitzsLightningShieldTerrainCommon1.png	shield/terrain					14															Shield/Terrain Use as either a Terrain Card or as a Shield Card. If used as a Shield Card, the space this Shield is on now has a 25-point Vitality limit.		
Shield / Terrain Ploog's Chicken	DI	ShieldTerrainPloogsOxShieldTerrainCommon1.png	shield/terrain					6															Shield/Terrain Use as either a Terrain Card or as a Shield Card. If used as a Shield Card, the space this Shield is on now has a 25-point Vitality limit.		
Shield / Terrain Ploog's Ox	DI	ShieldTerrainPloogsRoosterShieldTerrainCommon1.png	shield/terrain					9															Shield/Terrain Use as either a Terrain Card or as a Shield Card. If used as a Shield Card, the space this Shield is on now has a 25-point Vitality limit.		
Shield / Terrain Warhola's Snakes	DI	ShieldTerrainWarholasSnakesShieldTerrainCommon1.png	shield/terrain					10															Shield/Terrain Use as either a Terrain Card or as a Shield Card. If used as a Shield Card, the space this Shield is on now has a 25-point Vitality limit.		
Shield / Terrain Dem Bones	DN	DemBonesShieldTerrainU3.png	shield/terrain					15															Shield/Terrain Use as either a Terrain Card or as a Shield Card. If used as a Shield Card, the space this Shield is on now has a 25-point Vitality limit.		
Shield / Terrain Egyptian motif	NP	EgyptianmotifShieldTerrainUncom2.png	shield/terrain					7															Shield (25pt limit) / Terrain (No bonuses)		
Control Destiny	RE	ControlDestinySpellUncommon1.png,CardBackDoubleBorder.png	spell					15															Look at top six face-down cards of from your deck. Place them back in any order you wish.  Place cards you don't want at the bottom of your deck. Play at the start of any turn after you pull your Up-card.		
Detect Life Force	RE	DetectLifeForceSpellCommon1.png,CardBackDoubleBorder.png	spell					16															Play on an enemy space. Opponent must tell you the total Vitality on the space. Play at any time		
Dispel Magic	RE	DispelMagicSpellCommon2.png,CardBackDoubleBorder.png	spell					3															Negates any Spell, Item, or Command Card effect (but not channeling).		
Energy Eater	RE	EnergyEaterSpellCommon1.png,CardBackDoubleBorder.png	spell					4															Play when your opponent's Guardian channels. Opponent must SUBTRACT the value of the channeling instead of adding it to his target Creature.		
Eye of Long Spying	RE	EyeofLongSpyingSpellCommon1.png,CardBackDoubleBorder.png	spell					6															View opponent's Storage Hand.		
Force Barrier	RE	ForceBarrierSpellRare2.png,CardBackDoubleBorder.png	spell					16															Play on any space after turning your Up-card, but before moving your Shields. No movement into, out of or over the space until next turn. Costs one Power Stone. Only one Force Barrier per player may be in effect at a time.		
Helm of the BrotherHood	RE	HelmoftheBrotherhoodSpellRare2.png,CardBackDoubleBorder.png	spell					18															Look at top five face down cards from opponent's deck. Place them back in any order. Any cards may be placed on the bottom of the deck. Play immediately after Up-cards have been played.		
Ice Storm	RE	IceStormSpellCommon1.png,CardBackDoubleBorder.png	spell					5															Play instead of a Command Card. All flyers are hit by a 7 pt. AOE attack. Good for one combat only, spell effects flyers on BOTH sides.		
Magic Feedback	RE	MagicFeedbackSpellUncommon1.png,CardBackDoubleBorder.png	spell					2															Destroy any creature who has just channeled (except guardians). Channeling is canceled.		
Make Juice	RE	MakeJuiceSpellCommon2.png,CardBackDoubleBorder.png	spell					4															Add one Power Stone. Play any time.		
Pepe's Slow Down	RE	PepesSlowDownSpellUncommon2.png,CardBackDoubleBorder.png	spell					13															Play before opponent moves any Shields at the beginning of a turn. All your opponent's Shields can only move 1 space this turn.		
Power Lunch	RE	PowerLunchSpellCommon2.png,CardBackDoubleBorder.png	spell					4															When played during combat, any one Creature may receive channeling for one match-up.		
St. Ballantine's Evocation	RE	St.BallantinesEvocationSpellCommon1.png,CardBackDoubleBorder.png	spell					11															When played on your Knight currently in a match-up, both the Knight and its opponent are destroyed.		
Summon Gravity Well	RE	SummonGravityWellSpellCommon1.png,CardBackDoubleBorder.png	spell					3															Play when opponent is flying a Shield. This spell stops the Shield from moving at all (still remains turned). Also, the targeted player may not fly any other Shields this turn.		
Summons Gate	RE	SummonsGateSpellRare2.png,CardBackDoubleBorder.png	spell					18															Play during your movement turn. You can move any Demons and Devils from your Creature Pen to any one of your turned Shields.		
Vitales Dark Cloud	RE	VitalesDarkCloudSpellUncommon1.png,CardBackDoubleBorder.png	spell					8															4 pt. AOE attack. Play instead of a Command Card.		
Arcane Infusion	DI	ArcaneInfusionSpellCommon1.png,CardBackDoubleBorder.png	spell					17															Discard a Creature beneath one of your turned Shields not on an empty disputed land space. Unturn that Shield.		
Argammond's Vision	DI	ArgammondsVisionSpellCommon3.png,CardBackDoubleBorder.png	spell					5															Play immediately after Up-cards have been revealed. One opponent of your choice must discard his/her Up-card and reveal another.		
Assassin of Shadow	DI	AssassinofShadowSpellCommon2.png,CardBackDoubleBorder.png	spell					16															Play during Draw and Organize Phase.  Look at any one opponent's draw deck for one minute and discard any one Creature from it.  Reshuffle the deck.		
Channeling Flux	DI	ChannelingFluxSpellCommon4.png,CardBackDoubleBorder.png	spell					9															Play during the Draw and Organize Phase. Your Guardian's CMP is raised to 20 for this turn.		
Crash	DI	CrashSpellCommon3.png,CardBackDoubleBorder.png	spell					2															When you are the active player, you may pass once without turning a Shield.		
Curse of the Betrayed	DI	CurseoftheBetrayedSpellCommon3.png,CardBackDoubleBorder.png	spell					13															Play during Draw and Organize Phase. Choose an opponent, then select any Spell or non-Creature Magic Item. That opponent may not play the card you selected this turn. This Spell can NOT be dispelled.		
Cuthbert the Resurrector	DI	CuthberttheResurrectorSpellRare4.png,CardBackDoubleBorder.png	spell					5															Play during the Draw and Organize Phase.  Pick any Creature from your discard pile as one of your draw cards. You must show your opponent the Creature you pick.		
Essence of Babeitude	DI	EssenceofBabeitudeSpellCommon2.png,CardBackDoubleBorder.png	spell					9															Play as a Command Card. Opponent must show you all cards in his/her combat hand which can be bribed by Babes. Choose one and consider that card to be bribed.		
Famine	DI	FamineSpellRare2.png,CardBackDoubleBorder.png	spell					15															Place Famine on any Shield on a disputed land space during the Draw and Organize Phase. That Shield loses one Creature every Terrain Phase until Famine is discarded. Discard Famine when the Shield enters one of its owner's Stronghold cards.		
Heisenburg's Missiles	DI	HeisenburgsMissilesSpellCommon3.png,CardBackDoubleBorder.png	spell					14															Play when an opponent uses a ranged attack. The ranged attck acts as if you played it.		
Howl of the Dead	DI	HowloftheDeadSpellCommon1.png,CardBackDoubleBorder.png	spell					16															Play as a Command Card.  All of your Undead lost in this combat are returned to your Creature Pen.		
Kasmir's Blitz	DI	KasmirsBlitzSpellCommon3.png,CardBackDoubleBorder.png	spell					18															Play in combat after casualties have been removed, but before ownership of the space is finalized. All remaining Creatures must fight another full round of combat.		
Ongo, Air Traffic Controller	DI	OngoAirTrafficControllerSpellRare3.png,CardBackDoubleBorder.png	spell					18															Play during Movement and Combat Phase. This turn, you may fly two Shields which have the ability to fly.		
Peace	DI	PeaceSpellCommon1.png,CardBackDoubleBorder.png	spell					19															Play after Up-Cards are revealed.  Go directly to the Terrain Settlement Phase. Costs 1 Power Stone to play.		
Pestilence	DI	PestilenceSpellRare1.png,CardBackDoubleBorder.png	spell					16															Play during Terrain Settlement Phase.  All Players must discard one Creature from each of their Shields in the disputed lands. Costs 1 Power Stone per opponent to play. Only one Pestilence may be played per player per turn.		
Phase Assassin	DI	PhaseAssassinSpellRare3.png,CardBackDoubleBorder.png	spell					13															Play at the beginning of the Draw and Organize Phase. For each Power Stone you burn, one of your opponents draws one less card.		
Pirate Double Cross	DI	PirateDoubleCrossSpellCommon4.png,CardBackDoubleBorder.png	spell					11															Play after one of your Pirates is bribed.  Instead of returning to your Creature Pen, the Pirate and its match-up opponent are turned into unchallenged cards in melee.		
Pirate Raiding Party	DI	PirateRaidingPartySpellCommon3.png,CardBackDoubleBorder.png	spell					13															Play after you win a combat. If you have at least two surviving Pirates on the space, you gain 1 Power Stone while your opponent loses 1 Power Stone.		
Santa's Beer Sled	DI	SantasBeerSledSpellCommon2.png,CardBackDoubleBorder.png	spell					7															Play as a Command Card. Opponent must show you all cards in his/her combat hand which can be bribed by Beer. Choose one and consider that card to be bribed.		
Seraphim	DI	SeraphimSpellCommon3.png,CardBackDoubleBorder.png	spell					18															Play immediately after an opponent uses a ranged attack. Cancel that ranged attack. No more ranged attacks are allowed during this combat by that opponent.		
Sooooooul Mirror	DI	SoooooooulMirrorSpellRare2.png,CardBackDoubleBorder.png	spell					12															Play as a Commmand Card. All of your primary attackers in this combat are considered the same Creature Class as your first match-up Creature.		
Spectre's Ward	DI	SpectresWardSpellCommon3.png,CardBackDoubleBorder.png	spell					13															All double-bordered cards cost 1 additional Power Stone to play for the remainder of this turn.		
Summon Dimensional Fire Well	DI	SummonDimensionalFireWellSpellRare2.png,CardBackDoubleBorder.png	spell					11															Play during the Draw and Organize Phase. Rubble one of your Stronghold cards. Discard any of your Creatures on or under the card. Make your Guardian's total number of Power Stones 5.		
Summon Loghammer's Sapper	DI	SummonLoghammersSapperSpellRare3.png,CardBackDoubleBorder.png	spell					17															Play at any time. Destroy any one Stronghold Upgrade.		
The Hand of Chronos	DI	TheHandofChronosSpellRare2.png,CardBackDoubleBorder.png	spell					6															Play after Terrain Settlement Phase. All players go directly to Movement and Combat Phase. Old Up-Cards are discarded. Costs 2 Power Stones to play.		
War	DI	WarSpellCommon4.png,CardBackDoubleBorder.png	spell					6															Play after using a Shield's movement option. Immediately use another of your Shield's movement options.		
Warwick's Aura	DI	WarwicksAuraSpellCommon2.png,CardBackDoubleBorder.png	spell					3															Play during D&O replace opponent's Standard Bearer with dead Shield		
Work Crew	DI	WorkCrewSpellRare3.png,CardBackDoubleBorder.png	spell					19															Play on an opponent's Stronghold space during the Terrain Phase.Your opponent may not add any cards from this space to his/her storage hand during the next turn and may not place any new cards on this space during the next D and O phase.Costs 1 Power Stone to play.		
Yap Attack	DI	YapAttackSpellCommon2.png,CardBackDoubleBorder.png	spell					17															Play as a Command Card. Opponent must show you all cards in his/her combat hand which can be bribed by Gold. Choose one and consider it to be bribed.		
Etherwave Magna Lock	DN	EtherwaveMagnaLockSpellU1.png,CardBackDoubleBorder.png	spell					30															Play on one of your Creatures which is in a match-up with a flying Creature.  Both Creatures are destroyed.		
Gateway To Mystfall	DN	GatewayToMystfallSpellR1.png,CardBackDoubleBorder.png	spell					8															Play during Draw and Organize Phase. Bring up to 10 Vitality of Faires from your discard pile into your Storage Hand. Costs 1 Stone to play.		
Grunwald The Usurper	DN	GrunwaldTheUsurperSpellR4.png,CardBackDoubleBorder.png	spell					19															Play during the Draw and Organize Phase, prior to drawing cards. Treat all Terrain Cards without a Shield on them as under your control for determining number of cards drawn this turn.		
Hostage Crisis	DN	HostageCrisisSpellU2.png,CardBackDoubleBorder.png	spell					20															Play during the Terrain Settlement Phase. One opponent of your choice must show you the contents of his Creature Pen. Gain 1 Power Stone for every Creature in the Creature Pen.		
Master Tactician	DN	MasterTacticianSpellC1.png,CardBackDoubleBorder.png	spell					6															Play when one of your Shields is forced to retreat. That Shield may retreat to ANY adjacent unoccupied disputed land space.		
Planes of Entropy	DN	PlanesofEntropySpellC1.png,CardBackDoubleBorder.png	spell					4															Play during Draw and Organize Phase. Ignore the number of cards you are currently permitted to draw. Draw 1d6 cards instead.		
Press Leak	DN	PressLeakSpellU4.png,CardBackDoubleBorder.png	spell					5															Play as a Command Card. Your opponent must play the remainder of combat with his Combat Hand face-up. You must pick but not show your match-up cards first.		
Pulse Wave	DN	PulseWaveSpellC4.png,CardBackDoubleBorder.png	spell					4															Play as a Command Card. All of your channeling receivers are +2 Vitality.		
Ragmort's Engineers	DN	RagmortsEngineersSpellU2.png,CardBackDoubleBorder.png	spell					18															You may add one extra Stronghold Upgrade to either the left or right Stronghold space, as long as it is different than any Upgrade which is already there.		
Saboteurs	DN	SaboteursSpellC3.png,CardBackDoubleBorder.png	spell					13															Detonate any Creature Magic Item your opponent reveals before combat. The Item is discarded, and your opponent loses 1 Power Stone.		
Shadow Strike	DN	ShadowStrikeSpellC2.png,CardBackDoubleBorder.png	spell					3															Play immediately after Up-cards revealed. All Up-cards are discarded and new ones are revealed.		
Small Mox	DN	SmallMoxSpellC1.png,CardBackDoubleBorder.png	spell					14															Remove one Power Stone from any opponent's Guardian and move it to your own. Costs one Stone to play.		
Summon Entropy Storm	DN	SummonEntropyStormSpellR3.png,CardBackDoubleBorder.png	spell					11															Play on your Creature in a primary match up.  Roll 1d6. 1-4 = your Creature is destroyed, 5-6 your Creature wins the match-up. +1 to the roll if your Creature is small. No further modifications are allowed by either player. Does not affect Guardians.		
Warwick's Banishment	DN	WarwicksBanishmentSpellU1.png,CardBackDoubleBorder.png	spell					18															Play during the Terrain Settlement Phase, next to one opponent's discard pile. That opponent must pay 1 Stone each time a card is removed from the discard pile. May be dispelled at any time.		
You Can't See Me, I'm a Vampire	DN	YouCantSeeMeImaVampireSpellU4.png,CardBackDoubleBorder.png	spell					7															Play on an Undead Creature currently in a primary match-up.  Both cards become Unchallenged Cards in melee.		
Chant of the Osirans	NP	ChantoftheOsiransSpellCommon2.png,CardBackDoubleBorder.png	spell					11															Play immediately after Up-Cards are revealed, If your opponent's Up-card is an Undead. Opponent's Up-card goes to his discard pile, along with the next 4 cards in his draw deck. Opponent then draws another Up-Card. Limit one Chant per turn.		
Dork Age 	NP	DorkAgeSpellUncom2.png,CardBackDoubleBorder.png	spell					10															Play as a Command Card. You Creatures WIN any primary match-ups in which they are beaten by more than 10 Vitality, unless the match-up opponent is a Guardian.		
Iron Force of Sethos	NP	IronForceofSethosSpellCommon2.png,CardBackDoubleBorder.png	spell					5															Play immediately after Up-Cards are revealed. No stones may be spent for Items or Spells until the next Movement and Combat Phase.		
Limited Big Time Rebate	NP	LimitedBigTimeRebateSpellCommon2.png,CardBackDoubleBorder.png	spell					16															Play immeidately after Up-Cards are revealed. You get 1/2 of the Power Stones you spend this turn, rounded up, back at the end of the Terrain Settlement Phase. This Spell may only be played once per player per turn.		
McHooter s Distraction	NP	McHootersDistractionSpellCommon2.png,CardBackDoubleBorder.png	spell					15															Play as a Command Card. All Creatures on this space bribable by Babes can't fight and don't count for control of the space. Place them off to one side. They can still be attacked by secondary attackers. Costs 1 Stone to use.		
Morb's Revenge	NP	MorbsRevengeSpellCommon2.png,CardBackDoubleBorder.png	spell					3															Dispels any Spell or Magic Item that Brom painted. In addition, the caster of the spell must discard 2 double-bordered cards.		
Shadow Bank Job	NP	ShadowBankJobSpellCommon2.png,CardBackDoubleBorder.png	spell					3															Play when an opponent plays a Gold Bribery Card. The bribery is cancelled and YOU get the Bribery Card to use until the end of this combat. If you do not use the Bribery Card by the end of this combat, it is discarded to the owner's discard pile.		
Shadow Beer Heist	NP	ShadowBeerHeistSpellUncom3.png,CardBackDoubleBorder.png	spell					4															Play when an opponent plays a Beer Bribery Card. The bribery is cancelled and YOU get the Bribery Card to use until the end of this combat. If you do not use the Bribery Card by the end of this combat, it is discarded to the owner's discard pile.		
Shadow Panty Raid	NP	ShadowPantyRaidSpellUncom3.png,CardBackDoubleBorder.png	spell					6															Play when an opponent plays a Babes Bribery Card. The bribery is cancelled and YOU get the Bribery Card to use until the end of this combat. If you do not use the Bribery Card by the end of this combat, it is discarded to the owner's discard pile.		
The Ol' Switcheroo	NP	TheOlSwitcherooSpellCommon2.png,CardBackDoubleBorder.png	spell					21															Play when one of your Shields is attacked. Before creating your Combat Hand, you may switch the Shield and its contents with one of your unturned Shields. Both Shields involved in the Switch end the combat turned. Costs 1 Power Stone to use.		
Total Chaos	NP	TotalChaosSpellUncom1.png,CardBackDoubleBorder.png	spell					6															Play before Command Cards are shown. Roll 1d6. On a 3+, your opponent plays your Combat Hand and you play his. Secondary attackers must be played gainst unbeaten Creatures, if possible. After combat, give the cards back before determining control of the space.		
U. R. First	NP	URFirstSpellCommon2.png,CardBackDoubleBorder.png	spell					12															Play during the Movement and Combat Phase. Pick an opponent's unturned Shield. Opponent must use that Shield during his next movement option.		
Warwick's Conversion	NP	WarwicksConversionSpellCommon2.png,CardBackDoubleBorder.png	spell					17															Play during a primary match-up. The Creature you just played switches to ANY one Creature Class of your choice for the remainder of combat.		
Standard Bearer Brom's Angelic 13	RE	StandardBearerBromsAngelic13ShieldRare2.png	standard bearer					13															All your Creatures are +3 Vitality vs. Flyers.		
Standard Bearer Brom's Angelic 19	RE	StandardBearerBromsAngelic19ShieldUncommon1.png	standard bearer					19															Any Creature lost in combat from this Shield may be returned to your Storage Hand for one Power Stone 		
Standard Bearer Brom's Demonic 04	RE	StandardBearerBromsDemonic04ShieldUncommon1.png	standard bearer					4															+2 when attacking		
Standard Bearer Brom's Demonic 19	RE	StandardBearerBromsDemonic19ShieldRare2.png	standard bearer					19															Opponent must declare the Size of his/her first Creature in combat.		
Standard Bearer Brom's Dragon 15	RE	StandardBearerBromsDragon15ShieldUncommon1.png	standard bearer					15															All ranged attacks in combat (both sides) are -1 strength.		
Standard Bearer Brom's Dragon 19	RE	StandardBearerBromsDragon19ShieldRare2.png	standard bearer					19															For 1 Power Stone, you can change a Creature's border color in a match-up.		
Standard Bearer Brom's Skull 16	RE	StandardBearerBromsSkull16ShieldUncommon1.png	standard bearer					16															+2 Vitality to your Creatures' off-color bonuses.		
Standard Bearer Brom's Skull 21	RE	StandardBearerBromsSkull21ShieldRare2.png	standard bearer					21															-3 CMP to channeling (both sides)		
Standard Bearer Maitz's Insect 14	RE	StandardBearerMaitzsInsect14ShieldUncommon1.png	standard bearer					14															When attacking with this Shield, add 3 to your Vitality total for control of the space.		
Standard Bearer Maitz's Insect 16	RE	StandardBearerMaitzsInsect16ShieldRare2.png	standard bearer					16															No bribery vs. Creatures under this Shield.		
Standard Bearer Maitz's Lightning 04	RE	StandardBearerMaitzsLightning04ShieldUncommon1.png	standard bearer					4															Opponent must declare the Type (border color) of his/her first Creature in combat.		
Standard Bearer Maitz's Lightning 14	RE	StandardBearerMaitzsLightning14ShieldRare2.png	standard bearer					14															 +2 when defending		
Standard Bearer Ploog's Chicken 05	RE	StandardBearerPloogsChicken05ShieldUncommon1.png	standard bearer					5															When defending, add 3 strength to all your ranged attacks during combat.		
Standard Bearer Ploog's Chicken 12	RE	StandardBearerPloogsChicken12ShieldRare2.png	standard bearer					12															Dispel opponent's Command Card for one Power Stone.		
Standard Bearer Ploog's Ox 05	RE	StandardBearerPloogsOx05ShieldUncommon1.png	standard bearer					5															When defending, add 3 strength to all your ranged attacks.		
Standard Bearer Ploog's Ox 19	RE	StandardBearerPloogsOx19ShieldRare2.png	standard bearer					19															+3 to ranged when attacking		
Standard Bearer Warhola's Snakes 06	RE	StandardBearerWarholasSnakes06ShieldUncommon1.png	standard bearer					6															Creatures under this Shield win all pushes in match-ups.		
Standard Bearer Warhola's Snakes 17	RE	StandardBearerWarholasSnakes17ShieldRare2.png	standard bearer					17															All channeling to your Creatures gain +2 CMP.		
Standard Bearer Brom's Goblin 11	DI	StandardBearerBromsGoblin11ShieldRare3.png	standard bearer					11															-3 Vitality to opposing Creatures' Terrain bonuses. No Terrain bonus may be reduced below		
Standard Bearer Brom's Goblin 16	DI	StandardBearerBromsGoblin16ShieldRare2.png	standard bearer					16															+1 Vitality to all creature terrain bonuses		
Standard Bearer Dem Bones 15	DN	DemBonesStandard15ShieldStandardBearerU1.png	standard bearer					15															Spend 1 Power Stone to change any bribery icon to any other bribery icon during combat.		
Standard Bearer Dem Bones 19	DN	DemBonesStandard19ShieldStandardBearerR2.png	standard bearer					19															+2 Vitality to all your Creatures with at least one bribery icon.		
Egyptian motif Standard 11	NP	EgyptianmotifStandard11ShieldStandardBearerUncom3.png	standard bearer					11															Gain 1 Power Stone every time this Shield wins a combat.		
Egyptian motif Standard 25	NP	EgyptianmotifStandard25ShieldStandardBearerUncom3.png	standard bearer					25															Spend 1 Power Stone to cancel any Creature's AOE attack.		
Carreg Amroth Center	RE	CarregAmrothStrongholdCStrongholdStarter-horizontal.png,Rubble-horizontal.png	stronghold																				+5 Vitality to defending Creatures.		
Carreg Amroth Left	RE	CarregAmrothStrongholdLStrongholdStarter-horizontal.png,Rubble-horizontal.png	stronghold																				+5 Vitality to defending Creatures.		
Carreg Amroth Right	RE	CarregAmrothStrongholdRStrongholdStarter-horizontal.png,Rubble-horizontal.png	stronghold																				+5 Vitality to defending Creatures.		
Khnumian C	RE	KhnumianStrongholdCStrongholdStarter-horizontal.png,Rubble-horizontal.png	stronghold																				+3 Vitality to defending Creatures. No flying allowing to this space.		
Khnumian L	RE	KhnumianStrongholdLStrongholdStarter-horizontal.png,Rubble-horizontal.png	stronghold																				+3 Vitality to defending Creatures.		
Khnumian R	RE	KhnumianStrongholdRStrongholdStarter-horizontal.png,Rubble-horizontal.png	stronghold																				+3 Vitality to defending Creatures.		
Sabu Amantek C	RE	SabuAmantekCStrongholdStarter-horizontal.png,Rubble-horizontal.png	stronghold																				+4 Vitality to defending Creatures. +2 to your ranged attacks.		
Sabu Amantek L	RE	SabuAmantekLStrongholdStarter-horizontal.png,Rubble-horizontal.png	stronghold																				+3 Vitality to defending Creatures. +2 to your ranged attacks.		
Sabu Amantek R	RE	SabuAmantekRStrongholdStarter-horizontal.png,Rubble-horizontal.png	stronghold																				+3 Vitality to defending Creatures. +2 to your ranged attacks.		
Freebooter's Stronghold C	DI	FreebooterStronghold2skullCenterStrongholdRare3-horizontal.png,Rubble-horizontal.png	stronghold																				+6 Vitality to defending Creatures.		
Freebooter's Stronghold L	DI	FreebooterStronghold3cannonleftStrongholdRare3-horizontal.png,Rubble-horizontal.png	stronghold																				+4 Vitality to defending Creatures. Counts as River & Lakes.		
Freebooter's Stronghold R	DI	FreebooterStronghold1cannonrightStrongholdRare3-horizontal.png,Rubble-horizontal.png	stronghold																				+4 Vitality to defending Creatures. Counts as River & Lakes.		
Drifter's Nexus Stronghold C	DN	DriftersNexusStrongholdcStrongholdR3-horizontal.png,Rubble-horizontal.png	stronghold																				1d6+1 Vitality to defending Creatures. Roll once before combat.		
Drifter's Nexus Stronghold L	DN	DriftersNexusStrongholdlStrongholdR3-horizontal.png,Rubble-horizontal.png	stronghold																				1d6+1 Vitality to defending Creatures. Roll once before combat.		
Drifter's Nexus Stronghold R	DN	DriftersNexusStrongholdrStrongholdR3-horizontal.png,Rubble-horizontal.png	stronghold																				1d6+1 Vitality to defending Creatures. Roll once before combat.		
Necropolis Park C	NP	NecropolisParkCStrongholdUncom2-horizontal.png,Rubble-horizontal.png	stronghold																				+3 Vitality to defenders. All Undead lost in combat on this card go to your Undead Creature Pen instead of the discard pile.		
Necropolis Park L	NP	NecropolisParkLStrongholdUncom2-horizontal.png,Rubble-horizontal.png	stronghold																				+3 Vitality to defenders. All Undead lost in combat on this card go to your Undead Creature Pen instead of the discard pile.		
Necropolis Park R	NP	NecropolisParkRStrongholdUncom2-horizontal.png,Rubble-horizontal.png	stronghold																				+3 Vitality to defenders. All Undead lost in combat on this card go to your Undead Creature Pen instead of the discard pile.		
Mountains	RE	MountainsTerrainCommonSp-horizontal.png	terrain					3																	
Rivers and Lakes	RE	RiversandLakesTerrainCommonSp-horizontal.png	terrain					6																	
Spires	RE	SpiresTerrainCommonSp-horizontal.png	terrain					10															No flying into, out of or over.		
Swamp	RE	SwampTerrainCommonSp-horizontal.png	terrain					7																	
The Dry Heaps	RE	TheDryHeapsTerrainCommonSp-horizontal.png	terrain					4																	
Woods	RE	WoodsTerrainCommonSp-horizontal.png	terrain					8															No ranged attack.		
